Home,Visitors,Date,Time,Day,DH
Twins,Astros,5/11/2022,6:40 PM,Wednesday,
Twins,Astros,5/12/2022,12:10 PM,Thursday,
Twins,Guardians,5/13/2022,7:10 PM,Friday,
Twins,Guardians,5/14/2022,6:10 PM,Saturday,
Twins,Guardians,5/15/2022,1:10 PM,Sunday,
Twins,Tigers,5/23/2022,6:40 PM,Monday,
Twins,Tigers,5/24/2022,6:40 PM,Tuesday,
Twins,Tigers,5/25/2022,12:10 PM,Wednesday,
Twins,Royals,5/26/2022,6:40 PM,Thursday,
Twins,Royals,5/27/2022,7:10 PM,Friday,
Twins,Royals,5/28/2022,TBA,Saturday,
Twins,Royals,5/29/2022,1:10 PM,Sunday,
Twins,Yankees,6/7/2022,6:40 PM,Tuesday,
Twins,Yankees,6/8/2022,6:40 PM,Wednesday,
Twins,Yankees,6/9/2022,6:40 PM,Thursday,
Twins,Rays,6/10/2022,7:10 PM,Friday,
Twins,Rays,6/11/2022,1:10 PM,Saturday,
Twins,Rays,6/12/2022,1:10 PM,Sunday,
Twins,Guardians,6/21/2022,6:40 PM,Tuesday,
Twins,Guardians,6/22/2022,6:40 PM,Wednesday,
Twins,Guardians,6/23/2022,12:10 PM,Thursday,
Twins,Rockies,6/24/2022,7:10 PM,Friday,
Twins,Rockies,6/25/2022,1:10 PM,Saturday,
Twins,Rockies,6/26/2022,1:10 PM,Sunday,
Twins,Orioles,7/1/2022,7:10 PM,Friday,
Twins,Orioles,7/2/2022,1:10 PM,Saturday,
Twins,Orioles,7/3/2022,1:10 PM,Sunday,
Twins,Brewers,7/12/2022,6:40 PM,Tuesday,
Twins,Brewers,7/13/2022,12:10 PM,Wednesday,
Twins,White Sox,7/14/2022,6:40 PM,Thursday,
Twins,White Sox,7/15/2022,7:10 PM,Friday,
Twins,White Sox,7/16/2022,1:10 PM,Saturday,
Twins,White Sox,7/17/2022,1:10 PM,Sunday,
Twins,Tigers,8/1/2022,6:40 PM,Monday,
Twins,Tigers,8/2/2022,6:40 PM,Tuesday,
Twins,Tigers,8/3/2022,12:10 PM,Wednesday,
Twins,Blue Jays,8/4/2022,6:40 PM,Thursday,
Twins,Blue Jays,8/5/2022,7:10 PM,Friday,
Twins,Blue Jays,8/6/2022,6:10 PM,Saturday,
Twins,Blue Jays,8/7/2022,1:10 PM,Sunday,
Twins,Royals,8/15/2022,6:40 PM,Monday,
Twins,Royals,8/16/2022,6:40 PM,Tuesday,
Twins,Royals,8/17/2022,12:10 PM,Wednesday,
Twins,Rangers,8/19/2022,7:10 PM,Friday,
Twins,Rangers,8/20/2022,6:10 PM,Saturday,
Twins,Rangers,8/21/2022,1:10 PM,Sunday,
Twins,Rangers,8/22/2022,6:10 PM,Monday,
Twins,Giants,8/26/2022,7:10 PM,Friday,
Twins,Giants,8/27/2022,6:15 PM,Saturday,
Twins,Giants,8/28/2022,1:10 PM,Sunday,
Twins,Red Sox,8/29/2022,6:40 PM,Monday,
Twins,Red Sox,8/30/2022,6:40 PM,Tuesday,
Twins,Red Sox,8/31/2022,6:40 PM,Wednesday,
Twins,Guardians,9/9/2022,7:10 PM,Friday,
Twins,Guardians,9/10/2022,6:10 PM,Saturday,
Twins,Guardians,9/11/2022,1:10 PM,Sunday,
Twins,Royals,9/13/2022,6:40 PM,Tuesday,
Twins,Royals,9/14/2022,6:40 PM,Wednesday,
Twins,Royals,9/15/2022,6:40 PM,Thursday,
Twins,Angels,9/23/2022,7:10 PM,Friday,
Twins,Angels,9/24/2022,6:10 PM,Saturday,
Twins,Angels,9/25/2022,1:10 PM,Sunday,
Twins,White Sox,9/27/2022,6:40 PM,Tuesday,
Twins,White Sox,9/28/2022,6:40 PM,Wednesday,
Twins,White Sox,9/29/2022,12:10 PM,Thursday,
White Sox,Mariners,4/12/2022,3:10 PM,Tuesday,
White Sox,Mariners,4/13/2022,6:10 PM,Wednesday,
White Sox,Mariners,4/14/2022,1:10 PM,Thursday,
White Sox,Rays,4/15/2022,6:10 PM,Friday,
White Sox,Rays,4/16/2022,1:10 PM,Saturday,
White Sox,Rays,4/17/2022,1:10 PM,Sunday,
White Sox,Royals,4/26/2022,6:10 PM,Tuesday,
White Sox,Royals,4/27/2022,6:10 PM,Wednesday,
White Sox,Royals,4/28/2022,1:10 PM,Thursday,
White Sox,Angels,4/29/2022,6:10 PM,Friday,
White Sox,Angels,4/30/2022,3:05 PM,Saturday,
White Sox,Angels,5/1/2022,1:10 PM,Sunday,
White Sox,Angels,5/2/2022,1:10 PM,Monday,
White Sox,Guardians,5/9/2022,7:10 PM,Monday,
White Sox,Guardians,5/10/2022,7:10 PM,Tuesday,
White Sox,Guardians,5/11/2022,1:10 PM,Wednesday,
White Sox,Yankees,5/12/2022,7:10 PM,Thursday,
White Sox,Yankees,5/13/2022,7:10 PM,Friday,
White Sox,Yankees,5/14/2022,6:10 PM,Saturday,
White Sox,Yankees,5/15/2022,1:10 PM,Sunday,
White Sox,Red Sox,5/24/2022,7:10 PM,Tuesday,
White Sox,Red Sox,5/25/2022,7:10 PM,Wednesday,
White Sox,Red Sox,5/26/2022,7:10 PM,Thursday,
White Sox,Cubs,5/28/2022,6:15 PM,Saturday,
White Sox,Cubs,5/29/2022,1:10 PM,Sunday,
White Sox,Dodgers,6/7/2022,7:10 PM,Tuesday,
White Sox,Dodgers,6/8/2022,7:10 PM,Wednesday,
White Sox,Dodgers,6/9/2022,1:10 PM,Thursday,
White Sox,Rangers,6/10/2022,7:10 PM,Friday,
White Sox,Rangers,6/11/2022,1:10 PM,Saturday,
White Sox,Rangers,6/12/2022,1:10 PM,Sunday,
White Sox,Blue Jays,6/20/2022,7:10 PM,Monday,
White Sox,Blue Jays,6/21/2022,7:10 PM,Tuesday,
White Sox,Blue Jays,6/22/2022,1:10 PM,Wednesday,
White Sox,Orioles,6/23/2022,7:10 PM,Thursday,
White Sox,Orioles,6/24/2022,7:10 PM,Friday,
White Sox,Orioles,6/25/2022,1:10 PM,Saturday,
White Sox,Orioles,6/26/2022,1:10 PM,Sunday,
White Sox,Twins,7/4/2022,7:10 PM,Monday,
White Sox,Twins,7/5/2022,7:10 PM,Tuesday,
White Sox,Twins,7/6/2022,1:10 PM,Wednesday,
White Sox,Tigers,7/7/2022,7:10 PM,Thursday,
White Sox,Tigers,7/8/2022,7:10 PM,Friday,
White Sox,Tigers,7/9/2022,1:10 PM,Saturday,
White Sox,Tigers,7/10/2022,1:10 PM,Sunday,
White Sox,Guardians,7/22/2022,7:10 PM,Friday,
White Sox,Guardians,7/23/2022,6:15 PM,Saturday,
White Sox,Guardians,7/24/2022,1:10 PM,Sunday,
White Sox,Athletics,7/29/2022,7:10 PM,Friday,
White Sox,Athletics,7/30/2022,6:15 PM,Saturday,
White Sox,Athletics,7/31/2022,1:10 PM,Sunday,
White Sox,Royals,8/1/2022,7:10 PM,Monday,
White Sox,Royals,8/2/2022,7:10 PM,Tuesday,
White Sox,Royals,8/3/2022,1:10 PM,Wednesday,
White Sox,Tigers,8/12/2022,6:10 PM,Friday,
White Sox,Tigers,8/13/2022,6:10 PM,Saturday,
White Sox,Tigers,8/14/2022,1:10 PM,Sunday,
White Sox,Astros,8/15/2022,7:10 PM,Monday,
White Sox,Astros,8/16/2022,7:10 PM,Tuesday,
White Sox,Astros,8/17/2022,7:10 PM,Wednesday,
White Sox,Astros,8/18/2022,1:10 PM,Thursday,
White Sox,Diamondbacks,8/26/2022,7:10 PM,Friday,
White Sox,Diamondbacks,8/27/2022,6:10 PM,Saturday,
White Sox,Diamondbacks,8/28/2022,1:10 PM,Sunday,
White Sox,Royals,8/30/2022,7:10 PM,Tuesday,
White Sox,Royals,8/31/2022,7:10 PM,Wednesday,
White Sox,Royals,9/1/2022,1:10 PM,Thursday,
White Sox,Twins,9/2/2022,7:10 PM,Friday,
White Sox,Twins,9/3/2022,6:10 PM,Saturday,
White Sox,Twins,9/4/2022,1:10 PM,Sunday,
White Sox,Rockies,9/13/2022,7:10 PM,Tuesday,
White Sox,Rockies,9/14/2022,7:10 PM,Wednesday,
White Sox,Guardians,9/20/2022,7:10 PM,Tuesday,
White Sox,Guardians,9/21/2022,7:10 PM,Wednesday,
White Sox,Guardians,9/22/2022,7:10 PM,Thursday,
White Sox,Tigers,9/23/2022,7:10 PM,Friday,
White Sox,Tigers,9/24/2022,6:10 PM,Saturday,
White Sox,Tigers,9/25/2022,1:10 PM,Sunday,
White Sox,Twins,10/3/2022,7:10 PM,Monday,
White Sox,Twins,10/4/2022,7:10 PM,Tuesday,
White Sox,Twins,10/5/2022,TBA,Wednesday,
Yankees,Red Sox,4/7/2022,1:05 PM,Thursday,
Yankees,Red Sox,4/9/2022,4:05 PM,Saturday,
Yankees,Red Sox,4/10/2022,7:08 PM,Sunday,
Yankees,Blue Jays,4/11/2022,7:05 PM,Monday,
Yankees,Blue Jays,4/12/2022,7:05 PM,Tuesday,
Yankees,Blue Jays,4/13/2022,7:05 PM,Wednesday,
Yankees,Blue Jays,4/14/2022,7:05 PM,Thursday,
Yankees,Guardians,4/22/2022,7:05 PM,Friday,
Yankees,Guardians,4/23/2022,1:05 PM,Saturday,
Yankees,Guardians,4/24/2022,1:35 PM,Sunday,
Yankees,Orioles,4/26/2022,7:05 PM,Tuesday,
Yankees,Orioles,4/27/2022,7:05 PM,Wednesday,
Yankees,Orioles,4/28/2022,1:05 PM,Thursday,
Yankees,Rangers,5/6/2022,7:05 PM,Friday,
Yankees,Rangers,5/7/2022,1:05 PM,Saturday,
Yankees,Rangers,5/8/2022,1:35 PM,Sunday,
Yankees,Blue Jays,5/10/2022,7:05 PM,Tuesday,
Yankees,Blue Jays,5/11/2022,12:35 PM,Wednesday,
Yankees,White Sox,5/20/2022,7:05 PM,Friday,
Yankees,White Sox,5/21/2022,1:05 PM,Saturday,
Yankees,White Sox,5/22/2022,7:08 PM,Sunday,
Yankees,Orioles,5/23/2022,7:05 PM,Monday,
Yankees,Orioles,5/24/2022,7:05 PM,Tuesday,
Yankees,Orioles,5/25/2022,7:05 PM,Wednesday,
Yankees,Angels,5/31/2022,7:05 PM,Tuesday,
Yankees,Angels,6/1/2022,7:05 PM,Wednesday,
Yankees,Angels,6/2/2022,7:05 PM,Thursday,
Yankees,Tigers,6/3/2022,7:05 PM,Friday,
Yankees,Tigers,6/4/2022,1:05 PM,Saturday,
Yankees,Tigers,6/5/2022,1:35 PM,Sunday,
Yankees,Cubs,6/10/2022,7:05 PM,Friday,
Yankees,Cubs,6/11/2022,7:15 PM,Saturday,
Yankees,Cubs,6/12/2022,1:35 PM,Sunday,
Yankees,Rays,6/14/2022,7:05 PM,Tuesday,
Yankees,Rays,6/15/2022,7:05 PM,Wednesday,
Yankees,Rays,6/16/2022,7:05 PM,Thursday,
Yankees,Astros,6/23/2022,7:05 PM,Thursday,
Yankees,Astros,6/24/2022,7:05 PM,Friday,
Yankees,Astros,6/25/2022,1:05 PM,Saturday,
Yankees,Astros,6/26/2022,1:35 PM,Sunday,
Yankees,Athletics,6/27/2022,7:05 PM,Monday,
Yankees,Athletics,6/28/2022,7:05 PM,Tuesday,
Yankees,Athletics,6/29/2022,1:05 PM,Wednesday,
Yankees,Reds,7/12/2022,7:05 PM,Tuesday,
Yankees,Reds,7/13/2022,7:05 PM,Wednesday,
Yankees,Reds,7/14/2022,7:05 PM,Thursday,
Yankees,Red Sox,7/15/2022,7:05 PM,Friday,
Yankees,Red Sox,7/16/2022,7:15 PM,Saturday,
Yankees,Red Sox,7/17/2022,1:35 PM,Sunday,
Yankees,Royals,7/28/2022,7:05 PM,Thursday,
Yankees,Royals,7/29/2022,7:05 PM,Friday,
Yankees,Royals,7/30/2022,TBA,Saturday,
Yankees,Royals,7/31/2022,1:35 PM,Sunday,
Yankees,Mariners,8/1/2022,7:05 PM,Monday,
Yankees,Mariners,8/2/2022,7:05 PM,Tuesday,
Yankees,Mariners,8/3/2022,1:05 PM,Wednesday,
Yankees,Rays,8/15/2022,7:05 PM,Monday,
Yankees,Rays,8/16/2022,7:05 PM,Tuesday,
Yankees,Rays,8/17/2022,7:05 PM,Wednesday,
Yankees,Blue Jays,8/18/2022,7:05 PM,Thursday,
Yankees,Blue Jays,8/19/2022,7:05 PM,Friday,
Yankees,Blue Jays,8/20/2022,1:05 PM,Saturday,
Yankees,Blue Jays,8/21/2022,1:35 PM,Sunday,
Yankees,Mets,8/22/2022,7:05 PM,Monday,
Yankees,Mets,8/23/2022,7:05 PM,Tuesday,
Yankees,Twins,9/5/2022,1:05 PM,Monday,
Yankees,Twins,9/6/2022,7:05 PM,Tuesday,
Yankees,Twins,9/7/2022,7:05 PM,Wednesday,
Yankees,Twins,9/8/2022,7:05 PM,Thursday,
Yankees,Rays,9/9/2022,7:05 PM,Friday,
Yankees,Rays,9/10/2022,1:05 PM,Saturday,
Yankees,Rays,9/11/2022,1:35 PM,Sunday,
Yankees,Pirates,9/20/2022,7:05 PM,Tuesday,
Yankees,Pirates,9/21/2022,7:05 PM,Wednesday,
Yankees,Red Sox,9/22/2022,7:05 PM,Thursday,
Yankees,Red Sox,9/23/2022,7:05 PM,Friday,
Yankees,Red Sox,9/24/2022,1:05 PM,Saturday,
Yankees,Red Sox,9/25/2022,1:35 PM,Sunday,
Yankees,Orioles,9/30/2022,7:05 PM,Friday,
Yankees,Orioles,10/1/2022,1:05 PM,Saturday,
Yankees,Orioles,10/2/2022,1:35 PM,Sunday,
