Home,Visitors,Date,Time,Day,DH
Rays,Yankees,5/28/2022,4:10 PM,Saturday,
Rays,Yankees,5/29/2022,1:40 PM,Sunday,
Rays,White Sox,6/3/2022,7:10 PM,Friday,
Rays,White Sox,6/4/2022,4:10 PM,Saturday,
Rays,White Sox,6/5/2022,1:40 PM,Sunday,
Rays,Cardinals,6/7/2022,7:10 PM,Tuesday,
Rays,Cardinals,6/8/2022,7:10 PM,Wednesday,
Rays,Cardinals,6/9/2022,1:10 PM,Thursday,
Rays,Yankees,6/20/2022,7:10 PM,Monday,
Rays,Yankees,6/21/2022,7:10 PM,Tuesday,
Rays,Yankees,6/22/2022,7:10 PM,Wednesday,
Rays,Pirates,6/24/2022,7:10 PM,Friday,
Rays,Pirates,6/25/2022,1:10 PM,Saturday,
Rays,Pirates,6/26/2022,1:40 PM,Sunday,
Rays,Brewers,6/28/2022,7:10 PM,Tuesday,
Rays,Brewers,6/29/2022,12:10 PM,Wednesday,
Rays,Red Sox,7/11/2022,7:10 PM,Monday,
Rays,Red Sox,7/12/2022,7:10 PM,Tuesday,
Rays,Red Sox,7/13/2022,7:10 PM,Wednesday,
Rays,Red Sox,7/14/2022,7:10 PM,Thursday,
Rays,Orioles,7/15/2022,7:10 PM,Friday,
Rays,Orioles,7/16/2022,4:10 PM,Saturday,
Rays,Orioles,7/17/2022,1:40 PM,Sunday,
Rays,Guardians,7/29/2022,7:10 PM,Friday,
Rays,Guardians,7/30/2022,1:10 PM,Saturday,
Rays,Guardians,7/31/2022,1:40 PM,Sunday,
Rays,Blue Jays,8/2/2022,7:10 PM,Tuesday,
Rays,Blue Jays,8/3/2022,12:10 PM,Wednesday,
Rays,Orioles,8/12/2022,7:10 PM,Friday,
Rays,Orioles,8/13/2022,4:10 PM,Saturday,
Rays,Orioles,8/14/2022,1:40 PM,Sunday,
Rays,Royals,8/18/2022,7:10 PM,Thursday,
Rays,Royals,8/19/2022,7:10 PM,Friday,
Rays,Royals,8/20/2022,4:10 PM,Saturday,
Rays,Royals,8/21/2022,1:40 PM,Sunday,
Rays,Angels,8/22/2022,7:10 PM,Monday,
Rays,Angels,8/23/2022,7:10 PM,Tuesday,
Rays,Angels,8/24/2022,7:10 PM,Wednesday,
Rays,Angels,8/25/2022,1:10 PM,Thursday,
Rays,Yankees,9/2/2022,7:10 PM,Friday,
Rays,Yankees,9/3/2022,6:10 PM,Saturday,
Rays,Yankees,9/4/2022,1:40 PM,Sunday,
Rays,Red Sox,9/5/2022,4:10 PM,Monday,
Rays,Red Sox,9/6/2022,6:40 PM,Tuesday,
Rays,Red Sox,9/7/2022,6:40 PM,Wednesday,
Rays,Rangers,9/16/2022,7:10 PM,Friday,
Rays,Rangers,9/17/2022,6:10 PM,Saturday,
Rays,Rangers,9/18/2022,1:10 PM,Sunday,
Rays,Astros,9/19/2022,6:40 PM,Monday,
Rays,Astros,9/20/2022,6:40 PM,Tuesday,
Rays,Astros,9/21/2022,6:40 PM,Wednesday,
Rays,Blue Jays,9/22/2022,6:40 PM,Thursday,
Rays,Blue Jays,9/23/2022,7:10 PM,Friday,
Rays,Blue Jays,9/24/2022,6:10 PM,Saturday,
Rays,Blue Jays,9/25/2022,1:10 PM,Sunday,
Reds,Guardians,4/12/2022,4:10 PM,Tuesday,
Reds,Guardians,4/13/2022,12:35 PM,Wednesday,
Reds,Cardinals,4/22/2022,6:40 PM,Friday,
Reds,Cardinals,4/23/2022,4:10 PM,Saturday,
Reds,Cardinals,4/24/2022,1:40 PM,Sunday,
Reds,Padres,4/26/2022,6:40 PM,Tuesday,
Reds,Padres,4/27/2022,6:40 PM,Wednesday,
Reds,Padres,4/28/2022,12:35 PM,Thursday,
Reds,Pirates,5/6/2022,6:40 PM,Friday,
Reds,Pirates,5/7/2022,12:35 PM,Saturday,DH
Reds,Pirates,5/8/2022,1:40 PM,Sunday,
Reds,Brewers,5/9/2022,6:40 PM,Monday,
Reds,Brewers,5/10/2022,6:40 PM,Tuesday,
Reds,Brewers,5/11/2022,12:35 PM,Wednesday,
Reds,Cubs,5/23/2022,6:40 PM,Monday,
Reds,Cubs,5/24/2022,6:40 PM,Tuesday,
Reds,Cubs,5/25/2022,6:40 PM,Wednesday,
Reds,Cubs,5/26/2022,12:35 PM,Thursday,
Reds,Giants,5/27/2022,6:40 PM,Friday,
Reds,Giants,5/28/2022,4:10 PM,Saturday,
Reds,Giants,5/29/2022,1:40 PM,Sunday,
Reds,Nationals,6/2/2022,6:40 PM,Thursday,
Reds,Nationals,6/3/2022,6:40 PM,Friday,
Reds,Nationals,6/4/2022,4:10 PM,Saturday,
Reds,Nationals,6/5/2022,1:40 PM,Sunday,
Reds,Diamondbacks,6/6/2022,6:40 PM,Monday,
Reds,Diamondbacks,6/7/2022,6:40 PM,Tuesday,
Reds,Diamondbacks,6/8/2022,6:40 PM,Wednesday,
Reds,Diamondbacks,6/9/2022,12:35 PM,Thursday,
Reds,Brewers,6/17/2022,6:40 PM,Friday,
Reds,Brewers,6/18/2022,4:10 PM,Saturday,
Reds,Brewers,6/19/2022,1:40 PM,Sunday,
Reds,Dodgers,6/21/2022,6:40 PM,Tuesday,
Reds,Dodgers,6/22/2022,6:40 PM,Wednesday,
Reds,Dodgers,6/23/2022,12:35 PM,Thursday,
Reds,Braves,7/1/2022,6:40 PM,Friday,
Reds,Braves,7/2/2022,4:10 PM,Saturday,
Reds,Braves,7/3/2022,1:40 PM,Sunday,
Reds,Mets,7/4/2022,6:40 PM,Monday,
Reds,Mets,7/5/2022,6:40 PM,Tuesday,
Reds,Mets,7/6/2022,6:40 PM,Wednesday,
Reds,Pirates,7/7/2022,6:40 PM,Thursday,
Reds,Rays,7/8/2022,6:40 PM,Friday,
Reds,Rays,7/9/2022,4:10 PM,Saturday,
Reds,Rays,7/10/2022,1:40 PM,Sunday,
Reds,Cardinals,7/22/2022,6:40 PM,Friday,
Reds,Cardinals,7/23/2022,6:40 PM,Saturday,
Reds,Cardinals,7/24/2022,1:40 PM,Sunday,
Reds,Marlins,7/25/2022,6:40 PM,Monday,
Reds,Marlins,7/26/2022,6:40 PM,Tuesday,
Reds,Marlins,7/27/2022,6:40 PM,Wednesday,
Reds,Marlins,7/28/2022,12:35 PM,Thursday,
Reds,Orioles,7/29/2022,6:40 PM,Friday,
Reds,Orioles,7/30/2022,6:40 PM,Saturday,
Reds,Orioles,7/31/2022,1:40 PM,Sunday,
Reds,Cubs,8/11/2022,TBA,Thursday,
Reds,Cubs,8/13/2022,6:40 PM,Saturday,
Reds,Cubs,8/14/2022,1:40 PM,Sunday,
Reds,Phillies,8/15/2022,6:40 PM,Monday,
Reds,Phillies,8/16/2022,6:40 PM,Tuesday,
Reds,Phillies,8/17/2022,12:35 PM,Wednesday,
Reds,Cardinals,8/29/2022,6:40 PM,Monday,
Reds,Cardinals,8/30/2022,6:40 PM,Tuesday,
Reds,Cardinals,8/31/2022,6:40 PM,Wednesday,
Reds,Rockies,9/2/2022,6:40 PM,Friday,
Reds,Rockies,9/3/2022,6:40 PM,Saturday,
Reds,Rockies,9/4/2022,1:40 PM,Sunday,
Reds,Pirates,9/12/2022,6:40 PM,Monday,
Reds,Pirates,9/13/2022,12:35 PM,Tuesday,DH
Reds,Pirates,9/14/2022,12:35 PM,Wednesday,
Reds,Red Sox,9/20/2022,6:40 PM,Tuesday,
Reds,Red Sox,9/21/2022,6:40 PM,Wednesday,
Reds,Brewers,9/22/2022,6:40 PM,Thursday,
Reds,Brewers,9/23/2022,6:40 PM,Friday,
Reds,Brewers,9/24/2022,6:40 PM,Saturday,
Reds,Brewers,9/25/2022,1:40 PM,Sunday,
Reds,Cubs,10/3/2022,6:40 PM,Monday,
Reds,Cubs,10/4/2022,6:40 PM,Tuesday,
Reds,Cubs,10/5/2022,TBA,Wednesday,
Red Sox,Twins,4/15/2022,2:10 PM,Friday,
Red Sox,Twins,4/16/2022,4:10 PM,Saturday,
Red Sox,Twins,4/17/2022,1:35 PM,Sunday,
Red Sox,Twins,4/18/2022,11:10 AM,Monday,
Red Sox,Blue Jays,4/19/2022,7:10 PM,Tuesday,
Red Sox,Blue Jays,4/20/2022,7:10 PM,Wednesday,
Red Sox,Blue Jays,4/21/2022,1:35 PM,Thursday,
Red Sox,Angels,5/3/2022,7:10 PM,Tuesday,
Red Sox,Angels,5/4/2022,7:10 PM,Wednesday,
Red Sox,Angels,5/5/2022,1:35 PM,Thursday,
Red Sox,White Sox,5/6/2022,7:10 PM,Friday,
Red Sox,White Sox,5/7/2022,4:10 PM,Saturday,
Red Sox,White Sox,5/8/2022,TBA,Sunday,
Red Sox,Astros,5/16/2022,7:10 PM,Monday,
Red Sox,Astros,5/17/2022,7:10 PM,Tuesday,
Red Sox,Astros,5/18/2022,6:10 PM,Wednesday,
Red Sox,Mariners,5/19/2022,7:10 PM,Thursday,
Red Sox,Mariners,5/20/2022,7:10 PM,Friday,
Red Sox,Mariners,5/21/2022,4:10 PM,Saturday,
Red Sox,Mariners,5/22/2022,1:35 PM,Sunday,
Red Sox,Orioles,5/27/2022,7:10 PM,Friday,
Red Sox,Orioles,5/28/2022,12:10 PM,Saturday,DH
Red Sox,Orioles,5/29/2022,1:35 PM,Sunday,
Red Sox,Orioles,5/30/2022,7:10 PM,Monday,
Red Sox,Reds,5/31/2022,7:10 PM,Tuesday,
Red Sox,Reds,6/1/2022,7:10 PM,Wednesday,
Red Sox,Athletics,6/14/2022,7:10 PM,Tuesday,
Red Sox,Athletics,6/15/2022,7:10 PM,Wednesday,
Red Sox,Athletics,6/16/2022,1:35 PM,Thursday,
Red Sox,Cardinals,6/17/2022,7:10 PM,Friday,
Red Sox,Cardinals,6/18/2022,7:15 PM,Saturday,
Red Sox,Cardinals,6/19/2022,TBA,Sunday,
Red Sox,Tigers,6/20/2022,7:10 PM,Monday,
Red Sox,Tigers,6/21/2022,7:10 PM,Tuesday,
Red Sox,Tigers,6/22/2022,7:10 PM,Wednesday,
Red Sox,Rays,7/4/2022,1:35 PM,Monday,
Red Sox,Rays,7/5/2022,7:10 PM,Tuesday,
Red Sox,Rays,7/6/2022,7:10 PM,Wednesday,
Red Sox,Yankees,7/7/2022,7:10 PM,Thursday,
Red Sox,Yankees,7/8/2022,7:10 PM,Friday,
Red Sox,Yankees,7/9/2022,7:15 PM,Saturday,
Red Sox,Yankees,7/10/2022,7:08 PM,Sunday,
Red Sox,Blue Jays,7/22/2022,7:10 PM,Friday,
Red Sox,Blue Jays,7/23/2022,4:10 PM,Saturday,
Red Sox,Blue Jays,7/24/2022,1:35 PM,Sunday,
Red Sox,Guardians,7/25/2022,7:10 PM,Monday,
Red Sox,Guardians,7/26/2022,7:10 PM,Tuesday,
Red Sox,Guardians,7/27/2022,7:10 PM,Wednesday,
Red Sox,Guardians,7/28/2022,7:10 PM,Thursday,
Red Sox,Brewers,7/29/2022,7:10 PM,Friday,
Red Sox,Brewers,7/30/2022,4:10 PM,Saturday,
Red Sox,Brewers,7/31/2022,1:35 PM,Sunday,
Red Sox,Braves,8/9/2022,7:10 PM,Tuesday,
Red Sox,Braves,8/10/2022,7:10 PM,Wednesday,
Red Sox,Orioles,8/11/2022,7:10 PM,Thursday,
Red Sox,Yankees,8/12/2022,7:10 PM,Friday,
Red Sox,Yankees,8/13/2022,7:15 PM,Saturday,
Red Sox,Yankees,8/14/2022,TBA,Sunday,
Red Sox,Blue Jays,8/23/2022,7:10 PM,Tuesday,
Red Sox,Blue Jays,8/24/2022,7:10 PM,Wednesday,
Red Sox,Blue Jays,8/25/2022,7:10 PM,Thursday,
Red Sox,Rays,8/26/2022,7:10 PM,Friday,
Red Sox,Rays,8/27/2022,4:10 PM,Saturday,
Red Sox,Rays,8/28/2022,TBA,Sunday,
Red Sox,Rangers,9/1/2022,7:10 PM,Thursday,
Red Sox,Rangers,9/2/2022,7:10 PM,Friday,
Red Sox,Rangers,9/3/2022,4:10 PM,Saturday,
Red Sox,Rangers,9/4/2022,1:35 PM,Sunday,
Red Sox,Yankees,9/13/2022,7:10 PM,Tuesday,
Red Sox,Yankees,9/14/2022,7:10 PM,Wednesday,
Red Sox,Royals,9/16/2022,7:10 PM,Friday,
Red Sox,Royals,9/17/2022,4:10 PM,Saturday,
Red Sox,Royals,9/18/2022,1:35 PM,Sunday,
Red Sox,Orioles,9/26/2022,7:10 PM,Monday,
Red Sox,Orioles,9/27/2022,7:10 PM,Tuesday,
Red Sox,Orioles,9/28/2022,7:10 PM,Wednesday,
Red Sox,Orioles,9/29/2022,1:35 PM,Thursday,
Red Sox,Rays,10/3/2022,7:10 PM,Monday,
Red Sox,Rays,10/4/2022,7:10 PM,Tuesday,
Red Sox,Rays,10/5/2022,TBA,Wednesday,
Rockies,Dodgers,4/8/2022,2:10 PM,Friday,
Rockies,Dodgers,4/9/2022,6:10 PM,Saturday,
Rockies,Dodgers,4/10/2022,1:10 PM,Sunday,
Rockies,Cubs,4/14/2022,6:40 PM,Thursday,
Rockies,Cubs,4/15/2022,6:40 PM,Friday,
Rockies,Cubs,4/16/2022,6:10 PM,Saturday,
Rockies,Cubs,4/17/2022,1:10 PM,Sunday,
Rockies,Phillies,4/18/2022,6:40 PM,Monday,
Rockies,Phillies,4/19/2022,6:40 PM,Tuesday,
Rockies,Phillies,4/20/2022,1:10 PM,Wednesday,
Rockies,Reds,4/29/2022,6:40 PM,Friday,
Rockies,Reds,4/30/2022,6:10 PM,Saturday,
Rockies,Reds,5/1/2022,1:10 PM,Sunday,
Rockies,Nationals,5/3/2022,6:40 PM,Tuesday,
Rockies,Nationals,5/4/2022,6:40 PM,Wednesday,
Rockies,Nationals,5/5/2022,1:10 PM,Thursday,
Rockies,Royals,5/13/2022,6:40 PM,Friday,
Rockies,Royals,5/14/2022,6:10 PM,Saturday,
Rockies,Royals,5/15/2022,1:10 PM,Sunday,
Rockies,Giants,5/16/2022,6:40 PM,Monday,
Rockies,Giants,5/17/2022,6:40 PM,Tuesday,
Rockies,Giants,5/18/2022,1:10 PM,Wednesday,
Rockies,Mets,5/20/2022,6:40 PM,Friday,
Rockies,Mets,5/21/2022,6:10 PM,Saturday,
Rockies,Mets,5/22/2022,1:10 PM,Sunday,
Rockies,Marlins,5/30/2022,2:10 PM,Monday,
Rockies,Marlins,5/31/2022,6:40 PM,Tuesday,
Rockies,Marlins,6/1/2022,1:10 PM,Wednesday,
Rockies,Braves,6/2/2022,6:40 PM,Thursday,
Rockies,Braves,6/3/2022,6:40 PM,Friday,
Rockies,Braves,6/4/2022,7:10 PM,Saturday,
Rockies,Braves,6/5/2022,1:10 PM,Sunday,
Rockies,Guardians,6/14/2022,6:40 PM,Tuesday,
Rockies,Guardians,6/15/2022,6:40 PM,Wednesday,
Rockies,Guardians,6/16/2022,1:10 PM,Thursday,
Rockies,Padres,6/17/2022,6:40 PM,Friday,
Rockies,Padres,6/18/2022,7:10 PM,Saturday,
Rockies,Padres,6/19/2022,1:10 PM,Sunday,
Rockies,Dodgers,6/27/2022,6:40 PM,Monday,
Rockies,Dodgers,6/28/2022,6:40 PM,Tuesday,
Rockies,Dodgers,6/29/2022,6:40 PM,Wednesday,
Rockies,Diamondbacks,7/1/2022,6:10 PM,Friday,
Rockies,Diamondbacks,7/2/2022,7:10 PM,Saturday,
Rockies,Diamondbacks,7/3/2022,1:10 PM,Sunday,
Rockies,Padres,7/11/2022,6:40 PM,Monday,
Rockies,Padres,7/12/2022,6:40 PM,Tuesday,
Rockies,Padres,7/13/2022,6:40 PM,Wednesday,
Rockies,Padres,7/14/2022,1:10 PM,Thursday,
Rockies,Pirates,7/15/2022,6:40 PM,Friday,
Rockies,Pirates,7/16/2022,1:10 PM,Saturday,
Rockies,Pirates,7/17/2022,1:10 PM,Sunday,
Rockies,White Sox,7/26/2022,6:40 PM,Tuesday,
Rockies,White Sox,7/27/2022,1:10 PM,Wednesday,
Rockies,Dodgers,7/28/2022,6:40 PM,Thursday,
Rockies,Dodgers,7/29/2022,6:40 PM,Friday,
Rockies,Dodgers,7/30/2022,6:10 PM,Saturday,
Rockies,Dodgers,7/31/2022,1:10 PM,Sunday,
Rockies,Cardinals,8/9/2022,6:40 PM,Tuesday,
Rockies,Cardinals,8/10/2022,6:40 PM,Wednesday,
Rockies,Cardinals,8/11/2022,1:10 PM,Thursday,
Rockies,Diamondbacks,8/12/2022,6:40 PM,Friday,
Rockies,Diamondbacks,8/13/2022,6:10 PM,Saturday,
Rockies,Diamondbacks,8/14/2022,1:10 PM,Sunday,
Rockies,Giants,8/19/2022,6:40 PM,Friday,
Rockies,Giants,8/20/2022,6:10 PM,Saturday,
Rockies,Giants,8/21/2022,1:10 PM,Sunday,
Rockies,Rangers,8/23/2022,6:40 PM,Tuesday,
Rockies,Rangers,8/24/2022,1:10 PM,Wednesday,
Rockies,Brewers,9/5/2022,2:10 PM,Monday,
Rockies,Brewers,9/6/2022,6:40 PM,Tuesday,
Rockies,Brewers,9/7/2022,1:10 PM,Wednesday,
Rockies,Diamondbacks,9/9/2022,6:40 PM,Friday,
Rockies,Diamondbacks,9/10/2022,6:10 PM,Saturday,
Rockies,Diamondbacks,9/11/2022,1:10 PM,Sunday,
Rockies,Giants,9/19/2022,6:40 PM,Monday,
Rockies,Giants,9/20/2022,6:40 PM,Tuesday,
Rockies,Giants,9/21/2022,6:40 PM,Wednesday,
Rockies,Giants,9/22/2022,1:10 PM,Thursday,
Rockies,Padres,9/23/2022,6:10 PM,Friday,
Rockies,Padres,9/24/2022,6:10 PM,Saturday,
Rockies,Padres,9/25/2022,1:10 PM,Sunday,
Royals,Guardians,4/7/2022,3:10 PM,Thursday,
Royals,Guardians,4/9/2022,3:10 PM,Saturday,
Royals,Guardians,4/10/2022,1:10 PM,Sunday,
Royals,Guardians,4/11/2022,1:10 PM,Monday,
Royals,Tigers,4/14/2022,7:10 PM,Thursday,
Royals,Tigers,4/15/2022,7:10 PM,Friday,
Royals,Tigers,4/16/2022,3:10 PM,Saturday,
Royals,Tigers,4/17/2022,1:10 PM,Sunday,
Royals,Twins,4/19/2022,7:10 PM,Tuesday,
Royals,Twins,4/20/2022,7:10 PM,Wednesday,
Royals,Twins,4/21/2022,1:10 PM,Thursday,
Royals,Yankees,4/29/2022,7:10 PM,Friday,
Royals,Yankees,4/30/2022,6:10 PM,Saturday,
Royals,Yankees,5/1/2022,1:10 PM,Sunday,
Royals,Cardinals,5/3/2022,7:10 PM,Tuesday,
Royals,Cardinals,5/4/2022,6:10 PM,Wednesday,
Royals,White Sox,5/16/2022,7:10 PM,Monday,
Royals,White Sox,5/17/2022,1:10 PM,Tuesday,DH
Royals,White Sox,5/18/2022,7:10 PM,Wednesday,
Royals,White Sox,5/19/2022,1:10 PM,Thursday,
Royals,Twins,5/20/2022,7:10 PM,Friday,
Royals,Twins,5/21/2022,6:10 PM,Saturday,
Royals,Twins,5/22/2022,1:10 PM,Sunday,
Royals,Astros,6/3/2022,7:10 PM,Friday,
Royals,Astros,6/4/2022,3:10 PM,Saturday,
Royals,Astros,6/5/2022,1:10 PM,Sunday,
Royals,Blue Jays,6/6/2022,7:10 PM,Monday,
Royals,Blue Jays,6/7/2022,7:10 PM,Tuesday,
Royals,Blue Jays,6/8/2022,1:10 PM,Wednesday,
Royals,Orioles,6/9/2022,7:10 PM,Thursday,
Royals,Orioles,6/10/2022,7:10 PM,Friday,
Royals,Orioles,6/11/2022,3:10 PM,Saturday,
Royals,Orioles,6/12/2022,1:10 PM,Sunday,
Royals,Athletics,6/24/2022,7:10 PM,Friday,
Royals,Athletics,6/25/2022,3:10 PM,Saturday,
Royals,Athletics,6/26/2022,1:10 PM,Sunday,
Royals,Rangers,6/27/2022,7:10 PM,Monday,
Royals,Rangers,6/28/2022,7:10 PM,Tuesday,
Royals,Rangers,6/29/2022,1:10 PM,Wednesday,
Royals,Guardians,7/8/2022,7:10 PM,Friday,
Royals,Guardians,7/9/2022,3:10 PM,Saturday,
Royals,Guardians,7/10/2022,1:10 PM,Sunday,
Royals,Tigers,7/11/2022,7:10 PM,Monday,
Royals,Tigers,7/12/2022,7:10 PM,Tuesday,
Royals,Tigers,7/13/2022,1:10 PM,Wednesday,
Royals,Rays,7/22/2022,7:10 PM,Friday,
Royals,Rays,7/23/2022,6:10 PM,Saturday,
Royals,Rays,7/24/2022,1:10 PM,Sunday,
Royals,Angels,7/25/2022,7:10 PM,Monday,
Royals,Angels,7/26/2022,7:10 PM,Tuesday,
Royals,Angels,7/27/2022,1:10 PM,Wednesday,
Royals,Red Sox,8/4/2022,7:10 PM,Thursday,
Royals,Red Sox,8/5/2022,7:10 PM,Friday,
Royals,Red Sox,8/6/2022,6:10 PM,Saturday,
Royals,Red Sox,8/7/2022,1:10 PM,Sunday,
Royals,White Sox,8/9/2022,7:10 PM,Tuesday,
Royals,White Sox,8/10/2022,1:10 PM,Wednesday,DH
Royals,White Sox,8/11/2022,1:10 PM,Thursday,
Royals,Dodgers,8/12/2022,7:10 PM,Friday,
Royals,Dodgers,8/13/2022,6:10 PM,Saturday,
Royals,Dodgers,8/14/2022,1:10 PM,Sunday,
Royals,White Sox,8/22/2022,7:10 PM,Monday,
Royals,Diamondbacks,8/23/2022,7:10 PM,Tuesday,
Royals,Diamondbacks,8/24/2022,7:10 PM,Wednesday,
Royals,Padres,8/26/2022,7:10 PM,Friday,
Royals,Padres,8/27/2022,6:10 PM,Saturday,
Royals,Padres,8/28/2022,1:10 PM,Sunday,
Royals,Guardians,9/5/2022,7:10 PM,Monday,
Royals,Guardians,9/6/2022,7:10 PM,Tuesday,
Royals,Guardians,9/7/2022,7:10 PM,Wednesday,
Royals,Tigers,9/9/2022,7:10 PM,Friday,
Royals,Tigers,9/10/2022,6:10 PM,Saturday,
Royals,Tigers,9/11/2022,1:10 PM,Sunday,
Royals,Twins,9/20/2022,7:10 PM,Tuesday,
Royals,Twins,9/21/2022,7:10 PM,Wednesday,
Royals,Twins,9/22/2022,1:10 PM,Thursday,
Royals,Mariners,9/23/2022,7:10 PM,Friday,
Royals,Mariners,9/24/2022,6:10 PM,Saturday,
Royals,Mariners,9/25/2022,1:10 PM,Sunday,
Tigers,White Sox,4/8/2022,1:10 PM,Friday,
Tigers,White Sox,4/9/2022,1:10 PM,Saturday,
Tigers,White Sox,4/10/2022,1:10 PM,Sunday,
Tigers,Red Sox,4/11/2022,5:10 PM,Monday,
Tigers,Red Sox,4/12/2022,1:10 PM,Tuesday,
Tigers,Red Sox,4/13/2022,1:10 PM,Wednesday,
Tigers,Yankees,4/19/2022,6:40 PM,Tuesday,
Tigers,Yankees,4/20/2022,6:40 PM,Wednesday,
Tigers,Yankees,4/21/2022,1:10 PM,Thursday,
Tigers,Rockies,4/22/2022,7:10 PM,Friday,
Tigers,Rockies,4/23/2022,1:10 PM,Saturday,
Tigers,Rockies,4/24/2022,1:10 PM,Sunday,
Tigers,Pirates,5/3/2022,7:10 PM,Tuesday,
Tigers,Pirates,5/4/2022,1:10 PM,Wednesday,
Tigers,Athletics,5/9/2022,7:10 PM,Monday,
Tigers,Athletics,5/10/2022,1:10 PM,Tuesday,
Tigers,Athletics,5/11/2022,7:10 PM,Wednesday,
Tigers,Athletics,5/12/2022,1:10 PM,Thursday,
Tigers,Orioles,5/13/2022,7:10 PM,Friday,
Tigers,Orioles,5/14/2022,4:10 PM,Saturday,
Tigers,Orioles,5/15/2022,1:40 PM,Sunday,
Tigers,Guardians,5/26/2022,7:10 PM,Thursday,
Tigers,Guardians,5/27/2022,7:10 PM,Friday,
Tigers,Guardians,5/28/2022,4:10 PM,Saturday,
Tigers,Guardians,5/29/2022,1:40 PM,Sunday,
Tigers,Twins,5/30/2022,1:10 PM,Monday,
Tigers,Twins,5/31/2022,1:10 PM,Tuesday,DH
Tigers,Twins,6/1/2022,7:10 PM,Wednesday,
Tigers,Twins,6/2/2022,1:10 PM,Thursday,
Tigers,Blue Jays,6/10/2022,7:10 PM,Friday,
Tigers,Blue Jays,6/11/2022,4:10 PM,Saturday,
Tigers,Blue Jays,6/12/2022,1:40 PM,Sunday,
Tigers,White Sox,6/13/2022,7:10 PM,Monday,
Tigers,White Sox,6/14/2022,7:10 PM,Tuesday,
Tigers,White Sox,6/15/2022,1:10 PM,Wednesday,
Tigers,Rangers,6/16/2022,7:10 PM,Thursday,
Tigers,Rangers,6/17/2022,7:10 PM,Friday,
Tigers,Rangers,6/18/2022,4:10 PM,Saturday,
Tigers,Rangers,6/19/2022,1:40 PM,Sunday,
Tigers,Royals,7/1/2022,7:10 PM,Friday,
Tigers,Royals,7/2/2022,4:10 PM,Saturday,
Tigers,Royals,7/3/2022,1:40 PM,Sunday,
Tigers,Guardians,7/4/2022,1:10 PM,Monday,
Tigers,Guardians,7/5/2022,7:10 PM,Tuesday,
Tigers,Guardians,7/6/2022,1:10 PM,Wednesday,
Tigers,Twins,7/23/2022,3:10 PM,Saturday,
Tigers,Twins,7/24/2022,1:40 PM,Sunday,
Tigers,Padres,7/25/2022,7:10 PM,Monday,
Tigers,Padres,7/26/2022,7:10 PM,Tuesday,
Tigers,Padres,7/27/2022,1:10 PM,Wednesday,
Tigers,Rays,8/4/2022,7:10 PM,Thursday,
Tigers,Rays,8/5/2022,7:10 PM,Friday,
Tigers,Rays,8/6/2022,6:10 PM,Saturday,
Tigers,Rays,8/7/2022,1:40 PM,Sunday,
Tigers,Guardians,8/9/2022,7:10 PM,Tuesday,
Tigers,Guardians,8/10/2022,7:10 PM,Wednesday,
Tigers,Guardians,8/11/2022,1:10 PM,Thursday,
Tigers,Angels,8/19/2022,7:10 PM,Friday,
Tigers,Angels,8/20/2022,1:10 PM,Saturday,
Tigers,Angels,8/21/2022,1:40 PM,Sunday,
Tigers,Giants,8/23/2022,7:10 PM,Tuesday,
Tigers,Giants,8/24/2022,1:10 PM,Wednesday,
Tigers,Mariners,8/30/2022,7:10 PM,Tuesday,
Tigers,Mariners,8/31/2022,7:10 PM,Wednesday,
Tigers,Mariners,9/1/2022,1:10 PM,Thursday,
Tigers,Royals,9/2/2022,7:10 PM,Friday,
Tigers,Royals,9/3/2022,6:10 PM,Saturday,
Tigers,Royals,9/4/2022,1:40 PM,Sunday,
Tigers,Astros,9/12/2022,6:40 PM,Monday,
Tigers,Astros,9/13/2022,6:40 PM,Tuesday,
Tigers,Astros,9/14/2022,1:10 PM,Wednesday,
Tigers,White Sox,9/16/2022,7:10 PM,Friday,
Tigers,White Sox,9/17/2022,6:10 PM,Saturday,
Tigers,White Sox,9/18/2022,1:10 PM,Sunday,
Tigers,Royals,9/27/2022,6:40 PM,Tuesday,
Tigers,Royals,9/28/2022,6:40 PM,Wednesday,
Tigers,Royals,9/29/2022,1:10 PM,Thursday,
Tigers,Twins,9/30/2022,7:10 PM,Friday,
Tigers,Twins,10/1/2022,6:10 PM,Saturday,
Tigers,Twins,10/2/2022,1:10 PM,Sunday,
Twins,Mariners,4/7/2022,3:10 PM,Thursday,
Twins,Mariners,4/9/2022,1:10 PM,Saturday,
Twins,Mariners,4/10/2022,1:10 PM,Sunday,
Twins,Mariners,4/11/2022,6:40 PM,Monday,
Twins,Dodgers,4/12/2022,6:40 PM,Tuesday,
Twins,Dodgers,4/13/2022,12:10 PM,Wednesday,
Twins,White Sox,4/22/2022,7:10 PM,Friday,
Twins,White Sox,4/23/2022,3:05 PM,Saturday,
Twins,White Sox,4/24/2022,1:10 PM,Sunday,
Twins,Tigers,4/26/2022,6:40 PM,Tuesday,
Twins,Tigers,4/27/2022,6:40 PM,Wednesday,
Twins,Tigers,4/28/2022,12:10 PM,Thursday,
Twins,Athletics,5/6/2022,7:10 PM,Friday,
Twins,Athletics,5/7/2022,1:10 PM,Saturday,
Twins,Athletics,5/8/2022,1:10 PM,Sunday,
Twins,Astros,5/10/2022,6:40 PM,Tuesday,
